created_at,Gas Resistance (Ohms),Pressure (Pa),Stationary IAQ,Breath VOC Equivalent (ppm),CO2 Equivalent (ppm),Compensated Temperature (°C),Compensated Humidity (Relative %),BSEC Accuracy (%3)
2024-11-28T05:07:58Z,0.0,102092.91,51.0,0.51,606.0,23.98,36.82,1.0
2024-11-28T05:08:28Z,0.0,102090.23,52.0,0.52,608.0,23.97,36.89,1.0
2024-11-28T05:08:59Z,0.0,102088.32,52.0,0.52,608.0,23.98,37.2,1.0
2024-11-28T05:09:14Z,0.0,102091.75,52.0,0.52,608.0,23.98,36.97,1.0
2024-11-28T05:09:44Z,0.0,102089.52,52.0,0.52,608.0,24.0,36.87,1.0
2024-11-28T05:09:59Z,0.0,102089.55,51.0,0.51,604.0,24.0,36.86,1.0
2024-11-28T05:10:14Z,0.0,102089.62,51.0,0.52,607.0,24.0,36.9,1.0
2024-11-28T05:10:44Z,0.0,102090.22,52.0,0.53,611.0,24.01,36.81,1.0
2024-11-28T05:10:59Z,0.0,102087.48,52.0,0.53,610.0,24.02,36.8,1.0
2024-11-28T05:11:29Z,0.0,102089.45,52.0,0.52,609.0,24.03,37.01,1.0
2024-11-28T05:11:44Z,0.0,102089.7,52.0,0.53,610.0,24.03,36.89,1.0
2024-11-28T05:11:59Z,0.0,102089.02,52.0,0.52,609.0,24.02,36.83,1.0
2024-11-28T05:12:30Z,0.0,102090.44,52.0,0.52,609.0,24.02,37.11,1.0
2024-11-28T05:13:00Z,0.0,102089.23,51.0,0.51,605.0,24.02,37.0,1.0
2024-11-28T05:13:30Z,0.0,102089.87,51.0,0.51,605.0,24.03,36.86,1.0
2024-11-28T05:13:45Z,0.0,102091.37,51.0,0.52,607.0,24.03,36.92,1.0
2024-11-28T05:14:15Z,0.0,102090.4,52.0,0.52,610.0,24.03,37.0,1.0
2024-11-28T05:14:45Z,0.0,102092.34,53.0,0.54,613.0,24.02,36.98,1.0
2024-11-28T05:15:00Z,0.0,102092.58,51.0,0.52,607.0,24.02,36.91,1.0
2024-11-28T05:15:30Z,0.0,102092.47,51.0,0.52,607.0,24.0,36.97,1.0
2024-11-28T05:15:45Z,0.0,102091.47,52.0,0.53,611.0,24.0,36.95,1.0
2024-11-28T05:16:15Z,0.0,102090.77,52.0,0.52,610.0,23.99,36.88,1.0
2024-11-28T05:16:45Z,0.0,102096.24,52.0,0.52,610.0,23.99,36.83,1.0
2024-11-28T05:17:15Z,0.0,102095.72,52.0,0.52,610.0,24.0,37.09,1.0
2024-11-28T05:17:46Z,0.0,102095.84,53.0,0.53,612.0,24.0,36.94,1.0
2024-11-28T05:18:16Z,0.0,102094.06,52.0,0.53,611.0,24.01,36.9,1.0
2024-11-28T05:18:46Z,0.0,102098.07,52.0,0.53,611.0,24.02,36.9,1.0
2024-11-28T05:19:01Z,0.0,102098.55,53.0,0.53,613.0,24.02,36.92,1.0
2024-11-28T05:19:31Z,0.0,102096.25,53.0,0.54,615.0,24.02,36.87,1.0
2024-11-28T05:20:01Z,0.0,102098.49,53.0,0.54,613.0,24.02,36.74,1.0
2024-11-28T05:20:31Z,0.0,102097.58,52.0,0.52,608.0,24.0,37.08,1.0
2024-11-28T05:21:01Z,0.0,102096.98,51.0,0.52,607.0,23.99,36.66,1.0
2024-11-28T05:21:16Z,0.0,102095.32,52.0,0.52,608.0,23.99,36.6,1.0
2024-11-28T05:21:47Z,0.0,102095.33,52.0,0.53,611.0,23.98,36.63,1.0
2024-11-28T05:22:17Z,0.0,102096.74,52.0,0.52,610.0,23.98,36.55,1.0
2024-11-28T05:22:47Z,0.0,102096.45,52.0,0.52,608.0,23.97,36.84,1.0
2024-11-28T05:23:02Z,0.0,102098.68,52.0,0.52,609.0,23.98,36.67,1.0
2024-11-28T05:23:17Z,0.0,102099.99,53.0,0.53,612.0,23.98,36.76,1.0
2024-11-28T05:23:47Z,0.0,102098.48,52.0,0.52,609.0,23.99,36.65,1.0
2024-11-28T05:24:02Z,0.0,102099.02,52.0,0.52,608.0,23.99,36.84,1.0
2024-11-28T05:24:32Z,0.0,102101.48,53.0,0.53,613.0,23.98,36.63,1.0
2024-11-28T05:24:47Z,0.0,102101.58,52.0,0.53,610.0,23.98,36.67,1.0
2024-11-28T05:25:17Z,0.0,102103.45,52.0,0.52,608.0,23.98,36.61,1.0
2024-11-28T05:25:47Z,0.0,102107.12,52.0,0.53,610.0,23.98,36.54,1.0
2024-11-28T05:26:02Z,0.0,102105.81,51.0,0.51,606.0,23.98,36.81,1.0
2024-11-28T05:26:32Z,0.0,102107.69,51.0,0.51,606.0,23.97,36.69,1.0
2024-11-28T05:26:47Z,0.0,102110.52,52.0,0.52,608.0,23.96,36.81,1.0
2024-11-28T05:27:03Z,0.0,102110.47,52.0,0.52,608.0,23.96,36.81,1.0
2024-11-28T05:27:33Z,0.0,102111.58,51.0,0.52,607.0,23.97,36.92,1.0
2024-11-28T05:28:03Z,0.0,102113.23,52.0,0.52,609.0,23.97,36.91,1.0
2024-11-28T05:28:33Z,0.0,102112.34,51.0,0.52,606.0,23.98,36.9,1.0
2024-11-28T05:29:03Z,0.0,102115.05,50.0,0.5,602.0,23.98,36.91,1.0
2024-11-28T05:29:18Z,0.0,102115.91,51.0,0.52,607.0,23.98,36.92,1.0
2024-11-28T05:29:48Z,0.0,102116.47,53.0,0.53,612.0,23.98,36.88,1.0
2024-11-28T05:30:18Z,0.0,102117.46,51.0,0.52,607.0,23.97,36.85,1.0
2024-11-28T05:30:48Z,0.0,102118.24,51.0,0.52,607.0,23.96,37.06,1.0
2024-11-28T05:31:03Z,0.0,102118.56,51.0,0.51,606.0,23.96,37.28,1.0
2024-11-28T05:31:33Z,0.0,102119.19,51.0,0.52,607.0,23.97,36.92,1.0
2024-11-28T05:31:49Z,0.0,102118.55,51.0,0.52,607.0,23.98,36.8,1.0
2024-11-28T05:32:19Z,0.0,102115.82,51.0,0.52,607.0,23.97,36.89,1.0
2024-11-28T05:32:49Z,0.0,102118.94,52.0,0.52,608.0,23.96,36.77,1.0
2024-11-28T05:33:04Z,0.0,102117.08,52.0,0.52,608.0,23.95,36.81,1.0
2024-11-28T05:33:34Z,0.0,102119.16,53.0,0.53,613.0,23.94,36.89,1.0
2024-11-28T05:33:49Z,0.0,102118.8,52.0,0.52,609.0,23.94,37.01,1.0
2024-11-28T05:34:19Z,0.0,102118.04,50.0,0.5,602.0,23.94,37.05,1.0
2024-11-28T05:34:49Z,0.0,102118.58,51.0,0.51,606.0,23.95,37.02,1.0
2024-11-28T05:35:19Z,0.0,102119.77,52.0,0.52,608.0,23.94,36.8,1.0
2024-11-28T05:35:50Z,0.0,102119.39,52.0,0.52,609.0,23.93,37.06,1.0
2024-11-28T05:36:05Z,0.0,102119.69,52.0,0.53,610.0,23.93,37.03,1.0
2024-11-28T05:36:35Z,0.0,102120.79,51.0,0.51,606.0,23.91,36.9,1.0
2024-11-28T05:37:05Z,0.0,102121.37,51.0,0.52,607.0,23.91,36.84,1.0
2024-11-28T05:37:35Z,0.0,102118.68,52.0,0.52,608.0,23.93,36.69,1.0
2024-11-28T05:38:05Z,0.0,102120.43,52.0,0.52,608.0,23.93,36.74,1.0
2024-11-28T05:38:20Z,0.0,102120.84,51.0,0.51,606.0,23.94,36.75,1.0
2024-11-28T05:38:50Z,0.0,102120.67,52.0,0.52,609.0,23.94,36.73,1.0
2024-11-28T05:39:05Z,0.0,102120.23,52.0,0.52,608.0,23.95,36.78,1.0
2024-11-28T05:39:20Z,0.0,102120.28,51.0,0.51,606.0,23.94,36.71,1.0
2024-11-28T05:39:50Z,0.0,102118.02,52.0,0.52,609.0,23.93,36.49,1.0
2024-11-28T05:40:06Z,0.0,102117.78,51.0,0.51,606.0,23.93,36.61,1.0
2024-11-28T05:40:21Z,0.0,102119.02,51.0,0.51,606.0,23.92,36.44,1.0
2024-11-28T05:40:51Z,0.0,102118.34,52.0,0.52,608.0,23.93,36.44,1.0
2024-11-28T05:41:21Z,0.0,102117.08,51.0,0.51,605.0,23.94,36.51,1.0
2024-11-28T05:41:51Z,0.0,102116.05,51.0,0.51,604.0,23.95,36.52,1.0
2024-11-28T05:42:06Z,0.0,102115.95,51.0,0.51,606.0,23.95,36.41,1.0
2024-11-28T05:42:36Z,0.0,102116.03,51.0,0.51,604.0,23.95,36.56,1.0
2024-11-28T05:42:51Z,0.0,102113.57,50.0,0.5,602.0,23.95,36.27,1.0
2024-11-28T05:43:06Z,0.0,102114.03,50.0,0.5,602.0,23.95,36.41,1.0
2024-11-28T05:43:36Z,0.0,102114.25,50.0,0.5,601.0,23.94,36.57,1.0
2024-11-28T05:44:07Z,0.0,102114.23,50.0,0.5,603.0,23.95,36.47,1.0
2024-11-28T05:44:37Z,0.0,102116.12,51.0,0.51,604.0,23.95,36.38,1.0
2024-11-28T05:45:07Z,0.0,102113.66,50.0,0.5,601.0,23.95,36.3,1.0
2024-11-28T05:45:37Z,0.0,102112.42,51.0,0.51,604.0,23.95,36.43,1.0
2024-11-28T05:46:07Z,0.0,102112.52,50.0,0.5,602.0,23.95,36.61,1.0
2024-11-28T05:46:37Z,0.0,102111.95,50.0,0.5,603.0,23.94,36.75,1.0
2024-11-28T05:47:07Z,0.0,102113.34,50.0,0.5,603.0,23.92,36.85,1.0
2024-11-28T05:47:37Z,0.0,102114.45,50.0,0.49,600.0,23.93,36.97,1.0
2024-11-28T05:48:07Z,0.0,102114.23,50.0,0.5,603.0,23.93,36.78,1.0
2024-11-28T05:48:37Z,0.0,102113.94,51.0,0.51,606.0,23.92,36.77,1.0
2024-11-28T05:48:52Z,0.0,102112.24,51.0,0.51,605.0,23.93,36.68,1.0
2024-11-28T05:49:23Z,0.0,102111.31,51.0,0.51,606.0,23.93,36.77,1.0
2024-11-28T05:49:53Z,0.0,102110.08,51.0,0.51,605.0,23.93,37.18,1.0
2024-11-28T05:50:08Z,0.0,102108.84,51.0,0.51,605.0,23.92,36.83,1.0
2024-11-28T05:50:38Z,0.0,102110.09,51.0,0.51,604.0,23.93,36.8,1.0
2024-11-28T05:50:53Z,0.0,102110.31,51.0,0.51,605.0,23.93,36.75,1.0
2024-11-28T05:51:08Z,0.0,102107.92,51.0,0.51,605.0,23.93,36.81,1.0
2024-11-28T05:51:23Z,0.0,102109.44,51.0,0.51,605.0,23.93,36.75,1.0
2024-11-28T05:51:53Z,0.0,102108.23,51.0,0.51,604.0,23.95,36.76,1.0
2024-11-28T05:52:23Z,0.0,102105.78,51.0,0.51,605.0,23.95,36.73,1.0
2024-11-28T05:52:54Z,0.0,102105.77,51.0,0.52,607.0,23.95,36.81,1.0
2024-11-28T05:53:24Z,0.0,102103.98,51.0,0.51,605.0,23.93,36.97,1.0
2024-11-28T05:53:54Z,0.0,102104.84,51.0,0.51,605.0,23.91,36.93,1.0
2024-11-28T05:54:09Z,0.0,102103.1,51.0,0.51,604.0,23.91,37.02,1.0
2024-11-28T05:54:39Z,0.0,102102.8,51.0,0.52,607.0,23.92,36.92,1.0
2024-11-28T05:54:54Z,0.0,102104.66,51.0,0.51,606.0,23.92,36.91,1.0
2024-11-28T05:55:24Z,0.0,102107.18,51.0,0.51,606.0,23.93,36.93,1.0
2024-11-28T05:55:54Z,0.0,102107.34,52.0,0.53,611.0,23.94,36.71,1.0
2024-11-28T05:56:24Z,0.0,102108.8,51.0,0.51,604.0,23.94,36.69,1.0
2024-11-28T05:56:54Z,0.0,102110.45,52.0,0.52,609.0,23.92,36.73,1.0
2024-11-28T05:57:10Z,0.0,102111.55,52.0,0.52,608.0,23.92,36.76,1.0
2024-11-28T05:57:40Z,0.0,102111.77,53.0,0.53,613.0,23.93,37.19,1.0
2024-11-28T05:58:10Z,0.0,102111.7,51.0,0.52,607.0,23.95,36.78,1.0
2024-11-28T05:58:40Z,0.0,102112.19,51.0,0.52,607.0,23.94,36.84,1.0
2024-11-28T05:59:10Z,0.0,102114.96,51.0,0.51,606.0,23.94,36.99,1.0
2024-11-28T05:59:25Z,0.0,102114.16,51.0,0.51,606.0,23.95,36.84,1.0
2024-11-28T05:59:55Z,0.0,102114.73,53.0,0.53,612.0,23.95,36.57,1.0
2024-11-28T06:00:10Z,0.0,102113.38,52.0,0.53,611.0,23.94,36.49,1.0
2024-11-28T06:00:40Z,0.0,102113.75,52.0,0.52,610.0,23.92,36.49,1.0
2024-11-28T06:01:11Z,0.0,102112.13,52.0,0.52,609.0,23.91,36.6,1.0
2024-11-28T06:01:40Z,0.0,102110.73,52.0,0.53,610.0,23.9,36.59,1.0
2024-11-28T06:01:56Z,0.0,102110.83,52.0,0.53,610.0,23.9,36.65,1.0
2024-11-28T06:02:26Z,0.0,102113.23,52.0,0.52,608.0,23.9,36.58,1.0
2024-11-28T06:02:41Z,0.0,102110.34,51.0,0.52,607.0,23.91,36.55,1.0
2024-11-28T06:03:11Z,0.0,102112.68,52.0,0.52,609.0,23.92,36.68,1.0
2024-11-28T06:03:41Z,0.0,102107.8,51.0,0.51,606.0,23.94,36.36,1.0
2024-11-28T06:03:56Z,0.0,102109.74,51.0,0.51,606.0,23.95,36.56,1.0
2024-11-28T06:04:26Z,0.0,102107.14,52.0,0.52,608.0,23.95,36.56,1.0
2024-11-28T06:04:56Z,0.0,102107.03,51.0,0.51,605.0,23.94,36.47,1.0
2024-11-28T06:05:26Z,0.0,102106.73,51.0,0.51,605.0,23.92,36.44,1.0
2024-11-28T06:05:56Z,0.0,102106.93,51.0,0.51,605.0,23.91,36.63,1.0
2024-11-28T06:06:11Z,0.0,102107.32,52.0,0.52,609.0,23.9,36.68,1.0
2024-11-28T06:06:27Z,0.0,102106.27,51.0,0.51,605.0,23.89,36.6,1.0
2024-11-28T06:06:57Z,0.0,102106.99,51.0,0.51,604.0,23.88,36.72,1.0
2024-11-28T06:07:12Z,0.0,102107.34,51.0,0.51,605.0,23.88,36.76,1.0
2024-11-28T06:07:27Z,0.0,102105.71,51.0,0.51,604.0,23.88,36.74,1.0
2024-11-28T06:07:57Z,0.0,102109.66,51.0,0.51,604.0,23.9,36.82,1.0
2024-11-28T06:08:27Z,0.0,102111.48,50.0,0.51,603.0,23.91,36.87,1.0
2024-11-28T06:08:57Z,0.0,102110.01,51.0,0.51,605.0,23.89,36.78,1.0
2024-11-28T06:09:27Z,0.0,102111.2,51.0,0.51,604.0,23.89,36.75,1.0
2024-11-28T06:09:42Z,0.0,102109.54,50.0,0.5,603.0,23.89,36.77,1.0
2024-11-28T06:09:58Z,0.0,102111.16,51.0,0.51,605.0,23.89,36.88,1.0
2024-11-28T06:10:28Z,0.0,102112.98,51.0,0.51,604.0,23.89,36.88,1.0
2024-11-28T06:10:58Z,0.0,102115.0,51.0,0.51,605.0,23.9,36.87,1.0
2024-11-28T06:11:28Z,0.0,102115.14,51.0,0.51,604.0,23.91,37.14,1.0
2024-11-28T06:11:58Z,0.0,102114.21,51.0,0.51,606.0,23.92,36.85,1.0
2024-11-28T06:12:28Z,0.0,102116.64,51.0,0.52,607.0,23.94,36.91,1.0
2024-11-28T06:12:58Z,0.0,102118.14,51.0,0.52,607.0,23.93,36.89,1.0
2024-11-28T06:13:13Z,0.0,102115.58,51.0,0.52,607.0,23.93,36.83,1.0
2024-11-28T06:13:43Z,0.0,102117.3,52.0,0.52,608.0,23.93,37.01,1.0
2024-11-28T06:13:59Z,0.0,102118.9,52.0,0.52,608.0,23.93,36.86,1.0
2024-11-28T06:14:29Z,0.0,102117.44,51.0,0.52,607.0,23.93,36.93,1.0
2024-11-28T06:14:59Z,0.0,102117.75,52.0,0.53,610.0,23.94,36.88,1.0
2024-11-28T06:15:29Z,0.0,102118.6,51.0,0.52,607.0,23.94,36.83,1.0
2024-11-28T06:15:44Z,0.0,102118.21,52.0,0.53,611.0,23.95,36.78,1.0
2024-11-28T06:16:14Z,0.0,102119.48,53.0,0.53,612.0,23.95,36.76,1.0
2024-11-28T06:16:44Z,0.0,102120.52,52.0,0.52,610.0,23.95,36.73,1.0
2024-11-28T06:17:14Z,0.0,102119.99,52.0,0.52,609.0,23.95,36.85,1.0
2024-11-28T06:17:44Z,0.0,102122.55,52.0,0.52,608.0,23.96,36.89,1.0
2024-11-28T06:18:14Z,0.0,102122.57,52.0,0.52,608.0,23.96,36.88,1.0
2024-11-28T06:18:44Z,0.0,102126.38,52.0,0.53,610.0,23.96,36.84,1.0
2024-11-28T06:18:59Z,0.0,102123.98,52.0,0.52,609.0,23.96,37.18,1.0
2024-11-28T06:19:15Z,0.0,102124.73,52.0,0.52,608.0,23.98,36.84,1.0
2024-11-28T06:19:45Z,0.0,102125.12,52.0,0.53,610.0,23.98,36.83,1.0
2024-11-28T06:20:00Z,0.0,102127.34,51.0,0.51,605.0,23.98,36.77,1.0
2024-11-28T06:20:30Z,0.0,102126.54,52.0,0.52,609.0,23.97,36.75,1.0
2024-11-28T06:20:45Z,0.0,102126.56,51.0,0.52,607.0,23.97,36.69,1.0
2024-11-28T06:21:15Z,0.0,102129.84,52.0,0.52,608.0,23.98,36.72,1.0
2024-11-28T06:21:30Z,0.0,102129.84,52.0,0.52,608.0,23.98,36.69,1.0
2024-11-28T06:22:00Z,0.0,102132.91,51.0,0.51,605.0,23.99,36.81,1.0
2024-11-28T06:22:15Z,0.0,102133.19,52.0,0.53,610.0,23.98,36.83,1.0
2024-11-28T06:22:45Z,0.0,102131.89,52.0,0.52,609.0,23.99,36.77,1.0
2024-11-28T06:23:00Z,0.0,102130.73,52.0,0.52,608.0,24.0,36.73,1.0
2024-11-28T06:23:15Z,0.0,102135.54,52.0,0.52,609.0,24.01,36.68,1.0
2024-11-28T06:23:45Z,0.0,102137.4,51.0,0.52,607.0,24.01,36.71,1.0
2024-11-28T06:24:00Z,0.0,102135.8,52.0,0.52,609.0,24.02,36.76,1.0
2024-11-28T06:24:15Z,0.0,102136.8,52.0,0.53,610.0,24.02,36.79,1.0
2024-11-28T06:24:46Z,0.0,102139.29,51.0,0.51,606.0,24.03,37.24,1.0
2024-11-28T06:25:16Z,0.0,102139.08,52.0,0.52,609.0,24.02,36.65,1.0
2024-11-28T06:25:46Z,0.0,102139.06,52.0,0.52,609.0,24.01,37.17,1.0
2024-11-28T06:26:16Z,0.0,102136.41,52.0,0.52,610.0,24.02,36.85,1.0
2024-11-28T06:26:46Z,0.0,102138.7,52.0,0.52,608.0,24.04,36.74,1.0
2024-11-28T06:27:01Z,0.0,102139.6,52.0,0.52,608.0,24.04,36.77,1.0
2024-11-28T06:27:16Z,0.0,102138.69,52.0,0.53,610.0,24.05,36.79,1.0
2024-11-28T06:27:46Z,0.0,102137.91,52.0,0.52,609.0,24.06,36.95,1.0
2024-11-28T06:28:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:28:52Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:29:22Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:29:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:30:07Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:30:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:31:07Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:31:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:31:52Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:32:22Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:32:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:33:07Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:33:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:34:07Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:34:22Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:34:52Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:35:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:35:37Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:35:53Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:36:22Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:36:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:37:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:37:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:37:53Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:38:23Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:38:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:39:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:39:23Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:39:53Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:40:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:40:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:41:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:41:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:41:53Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:42:23Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:42:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:43:08Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:43:38Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:43:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:44:23Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:44:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:45:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:45:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:45:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:46:24Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:46:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:47:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:47:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:48:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:48:24Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:48:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:49:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:49:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:49:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:50:24Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:50:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:51:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:51:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:51:54Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:52:24Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:52:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:53:09Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:53:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:54:10Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:54:39Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:54:55Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:55:24Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:55:40Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:56:10Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:56:40Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:56:55Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:57:25Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T06:57:55Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28T11:12:15Z,611525.0,102142.46,50.0,0.49,600.0,19.07,46.35,0.0
2024-11-28T11:12:30Z,244976.0,102145.61,50.0,0.49,600.0,19.27,45.95,0.0
2024-11-28T11:13:00Z,25452.0,102150.61,50.0,0.49,600.0,19.53,45.45,0.0
2024-11-28T11:13:15Z,20506.0,102156.38,50.0,0.49,600.0,19.66,45.33,0.0
2024-11-28T11:13:45Z,21940.0,102155.73,50.0,0.49,600.0,19.85,45.05,0.0
2024-11-28T11:14:15Z,24432.0,102157.04,50.0,0.49,600.0,19.98,44.84,0.0
2024-11-28T11:14:45Z,26186.0,102163.49,50.0,0.49,600.0,20.11,44.49,0.0
2024-11-28T11:15:15Z,28193.0,102159.55,50.0,0.49,600.0,20.22,44.3,0.0
2024-11-28T11:15:46Z,29829.0,102163.4,50.0,0.49,600.0,20.32,43.99,0.0
2024-11-28T11:16:16Z,31550.0,102167.23,50.0,0.49,600.0,20.41,43.76,0.0
2024-11-28T11:16:46Z,33324.0,102170.68,50.0,0.49,600.0,20.5,43.52,0.0
2024-11-28T11:17:16Z,34594.0,102174.23,50.0,0.49,600.0,20.58,43.46,1.0
2024-11-28T11:17:46Z,36117.0,102176.3,50.0,0.49,600.0,20.66,43.38,1.0
2024-11-28T11:18:01Z,36676.0,102179.48,50.0,0.49,600.0,20.7,43.4,1.0
2024-11-28T11:18:31Z,38117.0,102178.23,50.0,0.49,600.0,20.76,43.25,1.0
2024-11-28T11:18:46Z,38811.0,102178.41,50.0,0.49,600.0,20.79,43.17,1.0
2024-11-28T11:19:16Z,40125.0,102172.74,50.0,0.49,600.0,20.86,43.08,1.0
2024-11-28T11:19:46Z,41210.0,102174.48,50.0,0.49,600.0,20.92,43.0,1.0
2024-11-28T11:20:01Z,41571.0,102174.59,50.0,0.49,600.0,20.95,42.89,1.0
2024-11-28T11:20:31Z,42866.0,102173.98,50.0,0.49,600.0,20.98,42.71,1.0
2024-11-28T11:21:01Z,43790.0,102178.55,50.0,0.49,600.0,21.04,42.54,1.0
2024-11-28T11:21:31Z,44849.0,102176.3,50.0,0.49,600.0,21.09,42.3,1.0
2024-11-28T11:22:01Z,45763.0,102178.93,50.0,0.49,600.0,21.13,42.17,1.0
2024-11-28T11:22:16Z,46059.0,102187.54,50.0,0.49,600.0,21.14,42.08,1.0
